section_key,section_name,kind,placeholder_path,repeat_block_path,table,row,col,binary_item_id,optional,deferred,note
sec8,8. Process Risk Assessment,text,sec8.plans[4].process_name,sec8.plans,,,,,,false,
sec8,8. Process Risk Assessment,text,sec8.plans[4].hazard,sec8.plans,,,,,,false,
sec8,8. Process Risk Assessment,text,sec8.plans[4].countermeasure,sec8.plans,,,,,,false,
sec8,8. Process Risk Assessment,text,sec8.plans[5].process_name,sec8.plans,,,,,,false,
sec8,8. Process Risk Assessment,text,sec8.plans[5].hazard,sec8.plans,,,,,,false,
sec8,8. Process Risk Assessment,text,sec8.plans[5].countermeasure,sec8.plans,,,,,,false,
sec9,9. TBM and Risk Check,text,sec9.tbm[0].good_box,,,,,,,false,
sec9,9. TBM and Risk Check,text,sec9.tbm[0].average_box,,,,,,,false,
sec9,9. TBM and Risk Check,text,sec9.tbm[0].poor_box,,,,,,,false,
sec9,9. TBM and Risk Check,text,sec9.tbm[0].note,,,,,,,false,
sec9,9. TBM and Risk Check,text,sec9.tbm[1].good_box,,,,,,,false,
sec9,9. TBM and Risk Check,text,sec9.tbm[1].average_box,,,,,,,false,
sec9,9. TBM and Risk Check,text,sec9.tbm[1].poor_box,,,,,,,false,
sec9,9. TBM and Risk Check,text,sec9.tbm[1].note,,,,,,,false,
sec9,9. TBM and Risk Check,text,sec9.tbm[2].good_box,,,,,,,false,
sec9,9. TBM and Risk Check,text,sec9.tbm[2].average_box,,,,,,,false,
sec9,9. TBM and Risk Check,text,sec9.tbm[2].poor_box,,,,,,,false,
sec9,9. TBM and Risk Check,text,sec9.tbm[2].note,,,,,,,false,
sec9,9. TBM and Risk Check,text,sec9.tbm[3].good_box,,,,,,,false,
sec9,9. TBM and Risk Check,text,sec9.tbm[3].average_box,,,,,,,false,
sec9,9. TBM and Risk Check,text,sec9.tbm[3].poor_box,,,,,,,false,
sec9,9. TBM and Risk Check,text,sec9.tbm[3].note,,,,,,,false,
sec9,9. TBM and Risk Check,text,sec9.tbm[4].good_box,,,,,,,false,
sec9,9. TBM and Risk Check,text,sec9.tbm[4].average_box,,,,,,,false,
sec9,9. TBM and Risk Check,text,sec9.tbm[4].poor_box,,,,,,,false,
sec9,9. TBM and Risk Check,text,sec9.tbm[4].note,,,,,,,false,
sec9,9. TBM and Risk Check,text,sec9.risk_assessment[0].good_box,,,,,,,false,
sec9,9. TBM and Risk Check,text,sec9.risk_assessment[0].average_box,,,,,,,false,
sec9,9. TBM and Risk Check,text,sec9.risk_assessment[0].poor_box,,,,,,,false,
sec9,9. TBM and Risk Check,text,sec9.risk_assessment[0].note,,,,,,,false,
sec9,9. TBM and Risk Check,text,sec9.risk_assessment[1].good_box,,,,,,,false,
sec9,9. TBM and Risk Check,text,sec9.risk_assessment[1].average_box,,,,,,,false,
sec9,9. TBM and Risk Check,text,sec9.risk_assessment[1].poor_box,,,,,,,false,
sec9,9. TBM and Risk Check,text,sec9.risk_assessment[1].note,,,,,,,false,
sec9,9. TBM and Risk Check,text,sec9.risk_assessment[2].good_box,,,,,,,false,
sec9,9. TBM and Risk Check,text,sec9.risk_assessment[2].average_box,,,,,,,false,
sec9,9. TBM and Risk Check,text,sec9.risk_assessment[2].poor_box,,,,,,,false,
sec9,9. TBM and Risk Check,text,sec9.risk_assessment[2].note,,,,,,,false,
sec9,9. TBM and Risk Check,text,sec9.risk_assessment[3].good_box,,,,,,,false,
sec9,9. TBM and Risk Check,text,sec9.risk_assessment[3].average_box,,,,,,,false,
sec9,9. TBM and Risk Check,text,sec9.risk_assessment[3].poor_box,,,,,,,false,
sec9,9. TBM and Risk Check,text,sec9.risk_assessment[3].note,,,,,,,false,
sec9,9. TBM and Risk Check,text,sec9.risk_assessment[4].good_box,,,,,,,false,
sec9,9. TBM and Risk Check,text,sec9.risk_assessment[4].average_box,,,,,,,false,
sec9,9. TBM and Risk Check,text,sec9.risk_assessment[4].poor_box,,,,,,,false,
sec9,9. TBM and Risk Check,text,sec9.risk_assessment[4].note,,,,,,,false,
sec10,10. Measurements,text,sec10.measurements[0].instrument_type,sec10.measurements,,,,,,false,
sec10,10. Measurements,text,sec10.measurements[0].measurement_location,sec10.measurements,,,,,,false,
sec10,10. Measurements,text,sec10.measurements[0].measured_value,sec10.measurements,,,,,,false,
sec10,10. Measurements,text,sec10.measurements[0].safety_criteria,sec10.measurements,,,,,,false,
sec10,10. Measurements,text,sec10.measurements[0].action_taken,sec10.measurements,,,,,,false,
sec10,10. Measurements,text,sec10.measurements[1].instrument_type,sec10.measurements,,,,,,false,
sec10,10. Measurements,text,sec10.measurements[1].measurement_location,sec10.measurements,,,,,,false,
sec10,10. Measurements,text,sec10.measurements[1].measured_value,sec10.measurements,,,,,,false,
sec10,10. Measurements,text,sec10.measurements[1].safety_criteria,sec10.measurements,,,,,,false,
sec10,10. Measurements,text,sec10.measurements[1].action_taken,sec10.measurements,,,,,,false,
sec10,10. Measurements,text,sec10.measurements[2].instrument_type,sec10.measurements,,,,,,false,
sec10,10. Measurements,text,sec10.measurements[2].measurement_location,sec10.measurements,,,,,,false,
sec10,10. Measurements,text,sec10.measurements[2].measured_value,sec10.measurements,,,,,,false,
sec10,10. Measurements,text,sec10.measurements[2].safety_criteria,sec10.measurements,,,,,,false,
sec10,10. Measurements,text,sec10.measurements[2].action_taken,sec10.measurements,,,,,,false,
sec10,10. Measurements,image,sec10.measurements[0].photo_image,sec10.measurements,8,2,0,tplimg11,false,false,
sec10,10. Measurements,image,sec10.measurements[1].photo_image,sec10.measurements,8,7,0,tplimg12,false,false,
sec10,10. Measurements,image,sec10.measurements[2].photo_image,sec10.measurements,8,12,0,tplimg13,false,false,
sec11,11. Education,text,sec11.education[0].attendee_count,sec11.education,,,,,,false,
sec11,11. Education,text,sec11.education[0].topic,sec11.education,,,,,,false,
sec11,11. Education,text,sec11.education[0].content,sec11.education,,,,,,false,
sec11,11. Education,image,sec11.education[0].photo_image,sec11.education,9,2,0,tplimg14,false,false,material_image_or_file is image-only in the current template-ready HWPX.
sec11,11. Education,image,sec11.education[0].material_image_or_file,sec11.education,9,2,1,tplimg15,false,false,material_image_or_file is image-only in the current template-ready HWPX.
sec12,12. Activities,text,sec12.activities[0].activity_type,sec12.activities,,,,,,false,
sec12,12. Activities,text,sec12.activities[0].content,sec12.activities,,,,,,false,
sec12,12. Activities,image,sec12.activities[0].photo_image,sec12.activities,9,6,0,tplimg16,false,false,
sec13,13. Case Studies,text,sec13.cases[0].title,,,,,,,false,
sec13,13. Case Studies,text,sec13.cases[0].summary,,,,,,,false,
sec13,13. Case Studies,text,sec13.cases[1].title,,,,,,,false,
sec13,13. Case Studies,text,sec13.cases[1].summary,,,,,,,false,
sec13,13. Case Studies,text,sec13.cases[2].title,,,,,,,false,
sec13,13. Case Studies,text,sec13.cases[2].summary,,,,,,,false,
sec13,13. Case Studies,text,sec13.cases[3].title,,,,,,,false,
sec13,13. Case Studies,text,sec13.cases[3].summary,,,,,,,false,
sec13,13. Case Studies,image,sec13.cases[0].image,,10,2,0,tplimg17,false,false,
sec13,13. Case Studies,image,sec13.cases[1].image,,10,2,1,tplimg18,false,false,
sec13,13. Case Studies,image,sec13.cases[2].image,,10,5,0,tplimg19,false,false,
sec13,13. Case Studies,image,sec13.cases[3].image,,10,5,1,tplimg20,false,false,
sec14,14. Safety Information,text,sec14.title,,,,,,,false,
sec14,14. Safety Information,text,sec14.body,,,,,,,false,
sec14,14. Safety Information,image,sec14.image,,11,1,0,tplimg21,false,false,
